Talkspace,51 to 200 Employees,"Join the world’s leading online therapy platform and provide care on your schedule, all from the comfort of home. Talkspace is an online therapy platform that will connect you with clients in your state through an easy-to-use and HIPAA-compliant app. Exchange text, video, and audio messages with your clients from anywhere, at any time — as long as you do so daily, 5 days/week. Our platform also supports Live Video Sessions. To participate in the Talkspace clinical network, all providers are required to possess the following: Note: Talkspace therapists only work with clients in the state(s) where they are licensed and allowed to practice independently Your clients are waiting. Join our network of thousands of clinicians and become a leader in the mental health field. Job Type: Contract Benefits: Additional Compensation: Work Location: Work Remotely: behavioral health therapist clinical counselor mental health professional mental health program manager mental health clinician clinical social worker Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/1284778/talkspace-squarelogo-1497516850457.png,Health Care,mental health counselor,Full-time,"Bismarck, ND",$23K - $39K ,Independently Licensed Mental Health Counselor,https://www.glassdoor.com/Job/index.htm
Talkspace,51 to 200 Employees,"Join the world’s leading online therapy platform and provide care on your schedule, all from the comfort of home. Talkspace is an online therapy platform that will connect you with clients in your state through an easy-to-use and HIPAA-compliant app. Exchange text, video, and audio messages with your clients from anywhere, at any time — as long as you do so daily, 5 days/week. Our platform also supports Live Video Sessions. To participate in the Talkspace clinical network, all providers are required to possess the following: Note: Talkspace therapists only work with clients in the state(s) where they are licensed and allowed to practice independently Your clients are waiting. Join our network of thousands of clinicians and become a leader in the mental health field. Job Type: Contract Benefits: Additional Compensation: Work Location: Work Remotely: mental health counselor mental health clinician clinical supervisor social worker licensed professional counselor child psychologist Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/1284778/talkspace-squarelogo-1497516850457.png,Health Care,mental health therapist,Full-time,"Bismarck, ND",$29K - $52K ,Outpatient Counselor,https://www.glassdoor.com/Job/index.htm
Fargo Glass and Paint,N/A,"Installation of frames and glass at commercial job sites, repair broken residential windows, install and service shower doors. Monday-Friday 8:00am-5:00pm; overtime occasionally This is a full-time position and is benefit eligible. Job Type: Full-time Pay: $19.74 - $24.68 per hour Benefits: Schedule: Experience: License: Labor type: Company's website: Benefit Conditions: Work Remotely: automonteur ordertrekker automotive technicus wagenparkmonteur automotive service technicus automobiel instructeur Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,auto glass technician,Full-time,"Bismarck, ND",,Commercial Glass Installer - Glazier,https://www.glassdoor.com/Job/index.htm
Pilot Flying J,10000+ Employees,"Pilot Flying J is seeking an experienced Retail General Manager to oversee our high-volume retail facilities. You will be responsible for the generation and execution of travel center and restaurant business plans to achieve established standards, sales and profit objectives as well as customer satisfaction. The Retail General Manager will also be: As a Retail General Manager for Pilot Flying J, you will build, coach, manage and develop teams from a staffing, interviewing, hiring and training standpoint. Additional responsibilities for the Retail General Manager include: As a Retail General Manager, you must exemplify integrity and accountability at the managerial level as well as demonstrate excellent team leadership skills. Furthermore, you must be able to work a flexible schedule of nights, days, weekends and holidays. Additional requirements of the Retail General Manager include: Job Type: Full-time Pay: $50,000.00 - $70,000.00 per year Benefits: Schedule: Supplemental Pay: Experience: Application Question: district service manager managing director store director branch manager director of operations manager trainee Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/5534/pilot-flying-j-squarelogo-1594837448527.png,Retail,general manager,Full-time,"Bismarck, ND",$36K - $81K ,Retail General Manager - Relocation Required,https://www.glassdoor.com/Job/index.htm
Wendy's / COS,N/A,"Job Type: Full-time Pay: $13.50 - $15.50 per hour Experience: Work authorization: Additional Compensation: Benefits: Work Remotely: managing partner bar manager food manager kitchen manager food beverage manager restaurant supervisor Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,restaurant manager,Full-time,"Bismarck, ND",,Restaurant Manager,https://www.glassdoor.com/Job/index.htm
Harlow's School Bus Service,N/A,"PART-TIME JOB WITH FULL TIME PAY! BEST PART TIME JOB IN TOWN! SCHOOL BUS DRIVERS NEEDED! *$1000 to $2000 Sign on Bonus!* Safety First and Always! We will provide a SAFE work environment for you and the students following the CDC guidelines and providing PPE. Let’s get back to work and transport our kids back to school! APPLY TODAY! NO EXPERIENCE REQUIRED; we offer PAID training! $2,000.00 Sign on Bonus for Drivers with CDL, P and S endorsements $1,000.00 Sign on Bonus for Drivers w/o CDL Harlow's is expanding its operation throughout Bismarck. We are looking for dedicated and committed individuals who can help our company obtain its goal by providing quality and efficient transportation service to various schools and organizations throughout Bismarck. Along with competitive pay we provide a stable and consistent job security that lasts throughout the school year as well as the summer season. Those who currently possess a CDL license are preferred, but we will train non CDL applicants. PAY STARTING AT $18.00/HR! ** Increase after 90 days of service PLUS $.50 hourly safety incentive bonus ** WE OFFER: APPLY TODAY @ harlowsschoolbus.com or stop by the office located at 1021 S 23rd Street Bismarck! Job Type: Part-time Pay: $18.00 - $20.00 per hour Benefits: Schedule: Supplemental Pay: Experience: Education: License: Application Question: Work Remotely: city driver class b driver class b cdl truck driver truck driver class b bus operator transportation bus driver Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,school bus driver,Part-time,"Bismarck, ND",,School Bus Driver,https://www.glassdoor.com/Job/index.htm
Northland PACE,N/A,"Northland PACE Senior Care Services has at its core the goal of helping people age 55 and older stay healthy, independent and remain in their homes and communities as long as possible, PACE Stands for P*rogram of A*ll-Inclusive C* are for the E*lderly. The PACE Program is designed for individuals who may require nursing home placement but would prefer to receive the kind of support that keeps them safely in their homes and communities. Northland PACE provides this support by creating an all-inclusive program of care that meets each individual participant's needs. Northland PACE helps aging individuals and their family caregivers by providing and coordinating a full rand of healthcare and in-home services. Northland PACE is looking for a Nurse Practitioner to provide primary care and continuous medical coverage, provide direct primary care services to Northland PACE participant. The Nurse Practitioner demonstrates the knowledge and skill necessary to assess, plan care for and provide services to frail elderly participants according to assigned responsibilities and Northland PACE standards. Under limited direction and in accordance with all applicable federal, stat and local laws/regulation and policies, procedures and guidelines primary responsibilities of the Nurse Practitioner are: a. Conduct comprehensive History and Physical on new referrals. b. Conducts quarterly History and Physical on established participants. c. Provides evaluation and treatment of participants during acute illness. d. Determines the need for and facilitating referrals to other medical specialists when deemed necessary. e. Discussing care guidelines with participants. f. Exercises judicious utilization of specialist consultations. g. Participates in rotating night and weekend call with other Northland PACE primary care providers. h. Participates in the development and revision of the participant’s plan of care as a member of the interdisciplinary team. Integrates the primary care treatment plan into the overall plan of care developed by the interdisciplinary team. Interacts with other team members to meet emergent and acute needs of participants. Participates in discharge planning. i. Participates in quality management program activities, including peer review. j. Maintains quality documentation of all services provided. k. Collaborates with primary care physician and medical director to ensure continuity of care (e.g., during acute hospitalizations). l. Conducts home visits and nursing home visits as needed. m. Knows and adheres to the philosophy and goals of Northland PACE. n. Keeps confidentiality of client records, reports and discussions. o. Participates in formulation and maintenance of Northland PACE Program policies and procedures. p. Participates in Northland PACE Committees as requested by the Medical Director. May chair committees or task forces. q. Attends and participates in scheduled staff meetings and client care meetings as requested. r. Maintains flexibility in schedule and responds to unexpected emergencies and changes in workload in order to fulfill responsibilities. s. Utilizes supplies and equipment economically. t. Informs the Medical Director of “unusual incidents”. u. Identifies nursing service delivery problems and uses good judgment in their solution. v. Is professional in manner in the clinical area; recognizes own limits and seeks help and guidance from the Medical Director as appropriate. w. Maintains licensure and certification and pursues professional growth through continuing education. Licensure: Certified Registered Nurse Practitioner license to practice in North Dakota, current DEA registration. Special Training: Interdisciplinary teamwork; ability to work effectively with culturally, economically and educationally diverse populations, and form positive interpersonal relations in dealing with a wide range of staff and clients is essential. Advanced knowledge of health care, geriatrics and primary care. Job Type: Full-time Pay: $105,000.00 - $110,000.00 per year Benefits: Medical Specialty: Schedule: Education: Work Location: Employer type: Qualifications: Uniform: Nurse Patient Ratio: PRN: Relocation Assistance Provided: Benefit Conditions: COVID-19 Precaution(s): nursing instructor nurse anesthetist clinical nurse specialist advanced practice nurse Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,nurse practitioner,Full-time,"Bismarck, ND",,Geriatric Nurse Practitioner,https://www.glassdoor.com/Job/index.htm
Talkspace,51 to 200 Employees,"Join the world’s leading online therapy platform and provide care on your schedule, all from the comfort of home. Talkspace is an online therapy platform that will connect you with clients in your state through an easy-to-use and HIPAA-compliant app. Exchange text, video, and audio messages with your clients from anywhere, at any time — as long as you do so daily, 5 days/week. Our platform also supports Live Video Sessions. To participate in the Talkspace clinical network, all providers are required to possess the following: Note: Talkspace therapists only work with clients in the state(s) where they are licensed and allowed to practice independently Your clients are waiting. Join our network of thousands of clinicians and become a leader in the mental health field. Job Type: Contract Benefits: Additional Compensation: Work Location: Work Remotely: mental health professional clinical counselor behavioral health therapist mental health program manager mental health clinician clinical social worker Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/1284778/talkspace-squarelogo-1497516850457.png,Health Care,mental health counselor,Full-time,"Bismarck, ND",$23K - $39K ,Mental Health Counselor,https://www.glassdoor.com/Job/index.htm
Midnite Express,N/A,"Drivers can earn up to $.60 per mile to start , based out of our terminal in West Fargo, ND, is looking for qualified   can earn up to $.60 per mile to start with GREAT Incentive Program. Midnite Express has been in business for over 30 years and has consistent long-term relationships with our customers, outstanding service by professional drivers, consistent miles and generous home time. Or call with Questions 1-800-726-8639 Recruiting Job Type: Full-time Pay: Up to $0.60 per mile Benefits: Schedule: Supplemental Pay: Trucking Route: License/Certification: Work Remotely: car hauler independent contractor dump truck driver food grade tanker driver ltl driver heavy haul truck driver Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,owner operator,Full-time,"Bismarck, ND",,Class A CDL Truck Drivers - OTR Drivers & Owner Operators,https://www.glassdoor.com/Job/index.htm
Harlow's School Bus Service,N/A,"Diagnose, repair and maintain specialty vehicles and trucks including but not limited to work on electrical systems, diesel engines, transmissions, hydraulics, brakes, drivetrains, etc. Also responsible for small repairs on engine attachments, body leaks/repairs, parts ordering, documentation and record keeping, reviewing DVIR’s, completing recalls, moving units as necessary, general assistance and training. This position requires the employee to understand service department standards including technician efficiency and productivity. Reasonable Accommodations Statement To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. Reasonable Accommodations may be made to enable qualified individuals with disabilities to perform the essential functions of this position. Education: Associate’s Degree (two year college or technical school) Experience: five to ten years related experience Endorsements: Passenger (P) and School Bus (S) - No air brake restrictions Ability to pass DOT medical examination 21+ years of age The Company has reviewed this job description to ensure that essential functions and basic duties have been included. It is intended to provide guidelines for job expectations and the employee’s ability to perform the position described. It is not intended to be construed as an exhaustive list of all functions, responsibilities, skills and abilities. Additional functions and requirements may be assigned by supervisors as deemed appropriate. This document does not represent a contract of employment, and the Company reserves the right to change this job description and / or assign tasks for the employee to perform, as the Company may deem appropriate. Job Type: Full-time Pay: $26.00 - $28.00 per hour Schedule: Education: Experience: License/Certification: 91b light wheel vehicle mechanic auto tech auto mechanic automotive technician automotive mechanic diesel technician Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,automotive technician,Full-time,"Bismarck, ND",,Bus & Truck Technician,https://www.glassdoor.com/Job/index.htm
"Prairie View Landscaping & Nursery, Inc.",N/A,"Become a team member with a well-established company that is a leader in the green industry. Prairie View Landscaping & Nursery, Inc. has been serving the Bismarck, Mandan and surrounding areas since we were founded in 2005. We employ a team of about 120 talented professionals across four main divisions. Our full range of services includes commercial and residential landscape design and installation, landscape maintenance, irrigation service, aggregate and soil delivery, excavating, and commercial snow removal. In addition to the landscaping side of our business, Prairie View is also a grower of premium nursery stock on about 60 acres. Administrative headquarters located in Baldwin, ND about 6 miles north of Bismarck. The nursery supplies plant material to landscapers and retail customers, as well as providing for our own landscaping projects. We take on all kinds of projects, large or small. Job Type: Full-time Pay: $65,000.00 - $120,000.00 per year Benefits: Schedule: Work Location: Benefit Conditions: Work Remotely: landscape designer project architect project designer landscape architecture landscape architectural designer architectural drafter landscape manager Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,landscape architect,Full-time,"Bismarck, ND",,Landscape Design & Sales,https://www.glassdoor.com/Job/index.htm
hibu Inc,1001 to 5000 Employees,"Job Type: Full-time account rep sales consultant vice president strategic account wealth advisor account development representative territory sales director Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/7640/hibu-squarelogo-1541795936450.png,Business Services,outside sales representative,Full-time,"Bismarck, ND",,Outside Sales Representative - B2B,https://www.glassdoor.com/Job/index.htm
Enterprise Holdings,10000+ Employees,"sales manager trainee retail sales manager trainee sales associate manager trainee sales managers sales manager sales management trainee Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/354335/enterprise-holdings-squarelogo-1381172895997.png,Travel & Tourism,sales manager,Apprentice/Trainee,"Bismarck, ND",$39K - $96K ,Sales Management Trainee,https://www.glassdoor.com/Job/index.htm
Enterprise Holdings,10000+ Employees,"sales manager trainee retail sales manager trainee sales associate manager trainee sales managers sales manager sales management trainee Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/354335/enterprise-holdings-squarelogo-1381172895997.png,Travel & Tourism,sales manager,Apprentice/Trainee,"Bismarck, ND",$39K - $96K ,Sales Management Trainee,https://www.glassdoor.com/Job/index.htm
gpac,201 to 500 Employees,"Gpac, a family-owned executive search firm, is looking for highly motivated individuals to partner with as an Executive Search Consultant. Our company was founded 30 years ago and has become one of the largest, single-site firms in the nation that is continuing to grow. We are looking to hire individuals for our Sioux Falls, SD office AND individuals to fill our ""Remote Recruiting"" positions. Search Consultants enjoy a flexible, but fast-paced, work environment. You will be surrounded by passionate co-workers pushing one another to exceed each other's own goals. This is a position that allows you to help transform people's lives by placing them in their ideal job positions across the country, while transforming your life as well, and having unlimited earnings potential with a great work-life balance. We have the resources to train you on our process and develop your own business. Applicants should have an entrepreneurial mindset and be goal-orientated. They should also be able to work well individually and as a team. No recruiting experience is required due to our training program. Please send your resume and cover letter/brief personal description to DaveK@gogpac.com or call/text 605-978-5451 to discuss in more detail. All qualified applicants will receive consideration without regard to race, age, color, sex (including pregnancy), religion, national origin, disability, sexual orientation, gender identity, marital status, military status, genetic information, or any other status protected by applicable laws or regulations. GPAC (Growing People and Companies) is an award-winning search firm specializing in placing quality professionals within multiple industries across the United States for the past 30 years. We are extremely competitive, client-focused and realize that our value is in our ability to deliver the right solutions at the right time. program manager project manager strategic planner project planner technical advisor public affairs specialist Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/731572/gpac-squarelogo-1424761412590.png,Business Services,consultant,Full-time,"Bismarck, ND",$70K - $195K ,Executive Search Consultant,https://www.glassdoor.com/Job/index.htm
Enterprise Holdings,10000+ Employees,"sales manager trainee retail sales manager trainee sales associate manager trainee sales managers sales manager sales management trainee Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/354335/enterprise-holdings-squarelogo-1381172895997.png,Travel & Tourism,sales manager,Apprentice/Trainee,"Bismarck, ND",$39K - $96K ,Sales Management Trainee,https://www.glassdoor.com/Job/index.htm
Centennial Homes,51 to 200 Employees,"Finish Carpenter and Warranty Tech Responsibilities include: Complete the final finish/inspection and final walk through with the customer of a manufactured or modular home that is delivered to the customer's job site. Complete all warranty work on the home. Minimum Requirements - Must have construction background and be skilled in tape and texturing of drywall - Must possess a clean driving record - Must pass background screening and a drug screening -Must be able to travel 4-5 days per week. - Experience in Manufactured/Modular housing is preferred but not required if you have a background in related skills. Benefits: We recognize people as our most valuable asset. Our compensation offers a competitive pay and a great benefits package which includes 401K, medical and available dental insurance, life insurance, Flex Cafeteria Plan, paid sick leave, clothing allowance, paid company holidays, job training programs, paid vacations and training. For more information check out our website @ www.careersatcentennialhomes.com Job Type: Full-time Pay: $21.00 - $23.00 per hour Experience: Location: License: Required travel: Work Location: Typical start time: Typical end time: Pay Frequency: This Job Is Ideal for Someone Who Is: This Job Is: Company's website: Benefit Conditions: Work Remotely: construction superintendent cabinet maker Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/145501/centennial-homes-squarelogo-1429594663693.png,Real Estate,carpenter,Full-time,"Bismarck, ND",,Tape and Texture Finish Carpenter/Warranty Tech,https://www.glassdoor.com/Job/index.htm
Centennial Homes,51 to 200 Employees,"Finish Carpenter and Warranty Tech Responsibilities include: Complete the final finish/inspection and final walk through with the customer of a manufactured or modular home that is delivered to the customer's job site. Complete all warranty work on the home. Minimum Requirements - Must have construction background and be skilled in tape and texturing of drywall - Must possess a clean driving record - Must pass background screening and a drug screening -Must be able to travel 4-5 days per week. - Experience in Manufactured/Modular housing is preferred but not required if you have a background in related skills. Benefits: We recognize people as our most valuable asset. Our compensation offers a competitive pay and a great benefits package which includes 401K, medical and available dental insurance, life insurance, Flex Cafeteria Plan, paid sick leave, clothing allowance, paid company holidays, job training programs, paid vacations and training. For more information check out our website @ www.careersatcentennialhomes.com Job Type: Full-time Pay: $21.00 - $23.00 per hour Experience: Location: License: Required travel: Work Location: Typical start time: Typical end time: Pay Frequency: This Job Is Ideal for Someone Who Is: This Job Is: Company's website: Benefit Conditions: Work Remotely: construction superintendent cabinet maker Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/145501/centennial-homes-squarelogo-1429594663693.png,Real Estate,carpenter,Full-time,"Bismarck, ND",,Tape and Texture Finish Carpenter/Warranty Tech,https://www.glassdoor.com/Job/index.htm
Centennial Homes,51 to 200 Employees,"Finish Carpenter and Warranty Tech Responsibilities include: Complete the final finish/inspection and final walk through with the customer of a manufactured or modular home that is delivered to the customer's job site. Complete all warranty work on the home. Minimum Requirements - Must have construction background and be skilled in tape and texturing of drywall - Must possess a clean driving record - Must pass background screening and a drug screening -Must be able to travel 4-5 days per week. - Experience in Manufactured/Modular housing is preferred but not required if you have a background in related skills. Benefits: We recognize people as our most valuable asset. Our compensation offers a competitive pay and a great benefits package which includes 401K, medical and available dental insurance, life insurance, Flex Cafeteria Plan, paid sick leave, clothing allowance, paid company holidays, job training programs, paid vacations and training. For more information check out our website @ www.careersatcentennialhomes.com Job Type: Full-time Pay: $21.00 - $23.00 per hour Experience: Location: License: Required travel: Work Location: Typical start time: Typical end time: Pay Frequency: This Job Is Ideal for Someone Who Is: This Job Is: Company's website: Benefit Conditions: Work Remotely: construction superintendent cabinet maker Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/145501/centennial-homes-squarelogo-1429594663693.png,Real Estate,carpenter,Full-time,"Bismarck, ND",,Tape and Texture Finish Carpenter/Warranty Tech,https://www.glassdoor.com/Job/index.htm
Cassia,5001 to 10000 Employees,"Join our award-winning facility as a  a 4-star rated, 140-bed campus, is seeking dedicated  to join our skilled team. In this role, you will join our team of professional caregivers to become an important part of our residents’ lives. We are seeking an individual who is a team player and who is also comfortable working independently. Safety is our number one priority. Staff are provided with personal protective equipment. Here at   you will feel like part of our family as we work together to serve our residents. We believe in your quality of life, too – so you’ll find our culture provides ongoing opportunities to grow (tuition assistance and in-house training), a work/life balance and a commitment to coaching that enables you to be the best you can be. In addition to generous benefits, we're offering a   Don't wait and miss this wonderful opportunity! There are   positions available.  Day (7 am to 11 pm) Baptist Health Care Center of Bismarck provides loving and supportive 24-hour nursing care. Working together with our residents and their families, our professional caregivers develop a care plan tailored to meet each individual’s needs. That plan includes social and spiritual care as well as the health care services needed to maximize our residents’ comfort, security, and well-being. We take pride in providing compassionate care to our residents by focusing on our 8 pillars of excellence (Compassion, Integrity, Excellence, Innovation, Stewardship, Unity, Respect, and Collaboration). Apply today to make a difference in the lives of those we serve! Cassia, an affiliation between Augustana Care and Elim Care, is a Christian mission organization with over 200 years of combined experience caring for those in need. We strive to inspire residents to live the lives that are most fulfilling to them. We take pride in the longevity of our management team and invite you to apply to learn more! #Indeed EOE/AA Employer/Vet/Disabled *A Drug Free Workplace *A Veteran Friendly Employer Powered by JazzHR Bclcl1VQzN certified nursing assistant nursing home certified nursing assistant certified nursing assistant cna certified nursing assistant long term care hospice certified nursing assistant qualified nursing assistant long term care Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/3334656/cassia-mn-squarelogo-1606941234779.png,Health Care,certified nursing assistant,Part-time,"Bismarck, ND",,"Certified Nursing Assistants (CNAs)- PT Day 1,500 Bonus",https://www.glassdoor.com/Job/index.htm
Wendy's of Colorado Springs,N/A,"Job Type: Full-time Pay: $60,000.00 - $65,000.00 per year Benefits: Schedule: Supplemental Pay: Experience: License: Required travel: Work Location: This Company Describes Its Culture as: This Job Is: Company's website: Benefit Conditions: Work Remotely: district sales leader regional vice president territory manager division manager area director regional manager Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,district manager,Full-time,"Bismarck, ND",,District Manager,https://www.glassdoor.com/Job/index.htm
Wendy's of Colorado Springs,N/A,"Job Type: Full-time Pay: $60,000.00 - $65,000.00 per year Benefits: Schedule: Supplemental Pay: Experience: License: Required travel: Work Location: This Company Describes Its Culture as: This Job Is: Company's website: Benefit Conditions: Work Remotely: regional manager district sales leader division manager territory manager regional vice president area director Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,district manager,Full-time,"Bismarck, ND",,District Manager,https://www.glassdoor.com/Job/index.htm
Cassia,5001 to 10000 Employees,"Join our award-winning facility as a  a 4-star rated, 140-bed campus, is seeking dedicated  to join our skilled team. In this role, you will join our team of professional caregivers to become an important part of our residents’ lives. We are seeking an individual who is a team player and who is also comfortable working independently. Safety is our number one priority. Staff are provided with personal protective equipment. Here at   you will feel like part of our family as we work together to serve our residents. We believe in your quality of life, too – so you’ll find our culture provides ongoing opportunities to grow (tuition assistance and in-house training), a work/life balance and a commitment to coaching that enables you to be the best you can be. In addition to generous benefits, we're offering a   Don't wait and miss this wonderful opportunity! There are   positions available.  Day (7 am to 11 pm) Baptist Health Care Center of Bismarck provides loving and supportive 24-hour nursing care. Working together with our residents and their families, our professional caregivers develop a care plan tailored to meet each individual’s needs. That plan includes social and spiritual care as well as the health care services needed to maximize our residents’ comfort, security, and well-being. We take pride in providing compassionate care to our residents by focusing on our 8 pillars of excellence (Compassion, Integrity, Excellence, Innovation, Stewardship, Unity, Respect, and Collaboration). Apply today to make a difference in the lives of those we serve! Cassia, an affiliation between Augustana Care and Elim Care, is a Christian mission organization with over 200 years of combined experience caring for those in need. We strive to inspire residents to live the lives that are most fulfilling to them. We take pride in the longevity of our management team and invite you to apply to learn more! #Indeed EOE/AA Employer/Vet/Disabled *A Drug Free Workplace *A Veteran Friendly Employer Powered by JazzHR Bclcl1VQzN certified nursing assistant nursing home certified nursing assistant certified nursing assistant cna certified nursing assistant long term care hospice certified nursing assistant qualified nursing assistant long term care Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/3334656/cassia-mn-squarelogo-1606941234779.png,Health Care,certified nursing assistant,Part-time,"Bismarck, ND",,"Certified Nursing Assistants (CNAs)- PT Day 1,500 Bonus",https://www.glassdoor.com/Job/index.htm
